number,customer,description,price,country,url_addr,deadline
2019-726348,"ООО ""ВдМУ""",Поставка фасонных деталей для временных трубопроводов здания 10UMA энергоблока № 1  Белорусской АЭС,12 218 373.60,RUS,http://www.icetrade.by/tenders/all/view/726348,2019-07-05
2019-726347,"ООО ""ВдМУ""",Поставка запорной арматуры для временных трубопроводов систем здания турбины (10UMA) энергоблока № 1 Белорусской АЭС,16 838 810.99,RUS,http://www.icetrade.by/tenders/all/view/726347,2019-07-05
2019-726346,Управление по образованию администрации Фрунзенского района г. Минска,услуги по ремонту прачечного оборудования в учреждениях образования Фрунзенского района г. Минска,14 000,BLR,http://www.icetrade.by/tenders/all/view/726346,2019-07-10
2019-726345,"ОАО ""Гродногазстройизоляция""","Плитка тротуарная, бордюр",0,BLR,http://www.icetrade.by/tenders/all/view/726345,2019-07-01
2019-726344,Тюрьма № 4 управления ДИН МВД по Могилевской области,"Закупка картофеля поздних сортов, капусты кочанной поздних сортов, свеклы свежей поздних сортов, моркови свежей поздних сортов, лука репчатого поздних сортов",31 588,BLR,http://www.icetrade.by/tenders/all/view/726344,2019-07-22
2019-726343,Тюрьма № 4 управления ДИН МВД по Могилевской области,"Закупка картофеля ранних сортов, капусты кочанная ранних сортов, свеклы свежей ранних сортов, моркови свежей ранних сортов, лука репчатого ранних сортов",5 772,BLR,http://www.icetrade.by/tenders/all/view/726343,2019-07-11
2019-726342,"РУП ""Производственное объединение ""Белоруснефть""",Выполнение работ по устройству асфальтобетонных покрытий на объекте «Строительство ТП-2 на базе Тампонажного управления РУП «Производственное объединение «Белоруснефть». Корректировка»,31 558.06,BLR,http://www.icetrade.by/tenders/all/view/726342,2019-07-04
2019-726341,"ОАО ""Беларуськалий""","Закупка запасных частей  к шахтным вентиляторам HOWDEN, ВРЦД-4,5 и ВД-47,5",7,BLR,http://www.icetrade.by/tenders/all/view/726341,2019-07-08
2019-726340,"""Национальная антидопинговая лаборатория""","Расходные материалы и реактивы для научно-исследовательской работы, часть 1",0,BLR,http://www.icetrade.by/tenders/all/view/726340,2019-07-15
2019-726339,"Учреждение образования ""Гродненский государственный университет имени Янки Купалы""",Закупка столов и стульев ученических,18 900,BLR,http://www.icetrade.by/tenders/all/view/726339,2019-07-10
2019-726338,"СПК ""Свитязянка-2003""",Закупка культиватора-дискатора,72 000,BLR,http://www.icetrade.by/tenders/all/view/726338,2019-07-05
2019-726337,Солигорская ЦРБ,Закупка реагентов и расходных материалов  для исследований ЦКДЛ,0,BLR,http://www.icetrade.by/tenders/all/view/726337,2019-07-17
2019-726336,"РУП ""Гродноавтодор""",Барьерное ограждение,178 191,BLR,http://www.icetrade.by/tenders/all/view/726336,2019-07-01
2019-726334,"ОАО ""Гомельтранснефть Дружба""",Cтроительство объекта  «Строительство ВЛ-10кВ для электроснабжения  жилпоселка ЛПДС «Мозырь»,50 779,BLR,http://www.icetrade.by/tenders/all/view/726334,2019-07-09
2019-726333,"Управление по образованию, спорту и туризму Червенского районного исполнительного комитета",закупка«Компьютерного класса 12+1 на 2019 год»,17 000,BLR,http://www.icetrade.by/tenders/all/view/726333,2019-07-15
2019-726332,"ЗАО ""Гомельский ВСЗ""",оси РУ1Ш,437 158.13,BLR,http://www.icetrade.by/tenders/all/view/726332,2019-07-02
2019-726331,"КУМПП ЖКХ ""Столинское ЖКХ""",Выбор подрядной организации,59 428,BLR,http://www.icetrade.by/tenders/all/view/726331,2019-07-04
2019-726330,"УП ""Медтехника"" г. Гродно","ГродМТ № 076/19-ПЭА «Катетеры медицинские хирургические, переходники для дренажных систем, комплект для трансдермального дренажа» для Учреждений здравоохранения г. Гродно и Гродненской области (лот 34, 35)",0,BLR,http://www.icetrade.by/tenders/all/view/726330,2019-07-10
2019-726329,Ивацевичский районный исполнительный комитет,"Услуга по текущему ремонту на объекте «Текущий ремонт по замене окон из ПВХ профиля в малом зале здания РИК по ул. Ленина, д. 44, г. Ивацевичи»",6 500,BLR,http://www.icetrade.by/tenders/all/view/726329,2019-07-02
2019-726328,ИК №9 управления ДИН МВД по Могилевской области,Закупка капусты белокочанной поздних сортов для длительного хранения,10 500,BLR,http://www.icetrade.by/tenders/all/view/726328,2019-07-10
2019-726327,Министерство образования Республики Беларусь,"Разработка программного обеспечения функционирования административных процедур, осуществляемых в электронной форме через Единый портал электронных услуг общегосударственной автоматизированной системы",160 000,BLR,http://www.icetrade.by/tenders/all/view/726327,2019-07-24
2019-726326,Кинологический центр ВС РБ,Кабельная продукция,0,BLR,http://www.icetrade.by/tenders/all/view/726326,2019-07-10
2019-726325,"Государственное предприятие ""УКС Борисовского района""","Выбор подрядной (генподрядной) организации на выполнение строительно-монтажных работ по объекту ""Капитальный ремонт с модернизацией здания Дворца культуры имени М.Горького по пр. Революции, 49 в г. Борисове. III очередь""",2 025 644.90,BLR,http://www.icetrade.by/tenders/all/view/726325,2019-07-11
2019-726324,"Государственное предприятие ""Жилищное коммунальное хозяйство Ленинского района г. Минска""",Выбор подрядных организаций для выполнения строительно-монтажных работ на объектах строительства,201 928,BLR,http://www.icetrade.by/tenders/all/view/726324,2019-07-08
2019-726323,"Управление по образованию, спорту и туризму Червенского районного исполнительного комитета",выбор подрядной организации по установке систем молниезащиты в здании школы и столовой ГУО «Средняя школа №2 г.Червеня».,11 166,BLR,http://www.icetrade.by/tenders/all/view/726323,2019-07-10
2019-726322,"Учреждение образования ""Гродненский государственный университет имени Янки Купалы""",Закупка электрических плит,11 000,BLR,http://www.icetrade.by/tenders/all/view/726322,2019-07-10
2019-726321,"ОАО ""Стройтрест №7""","Закупка №203 - Музей - сантехпосуда, клапаны, труба металлополимер, шкафы пожарные, стальные радиаторы",27 362.64,BLR,http://www.icetrade.by/tenders/all/view/726321,2019-07-01
2019-726320,Брестский ОПТД,продукты питания,99 863.27,BLR,http://www.icetrade.by/tenders/all/view/726320,2019-07-15
2019-726319,"Коммунальное унитарное предприятие ""Гомельский городской дорожный строительно-ремонтный трест""",Закупка легкового автомобиля,36 500,BLR,http://www.icetrade.by/tenders/all/view/726319,2019-07-04
2019-726318,Солигорская ЦРБ,Закупка реагентов и расходных материалов для исследований КВД,0,BLR,http://www.icetrade.by/tenders/all/view/726318,2019-07-16
2019-726317,"Гомельское республиканское унитарное предприятие электроэнергетики ""Гомельэнерго""",Услуги по предоставлению прав пользования и технической поддержки программного обеспечения CheckPoint,34 000,BLR,http://www.icetrade.by/tenders/all/view/726317,2019-07-05
2019-726316,БГУ,Система видеоконференцсвязи (для двух залов),190 000,BLR,http://www.icetrade.by/tenders/all/view/726316,2019-07-01
2019-726315,"Открытое акционерное общество ""Мозырьпромстрой""",Закупка КНС очищенных дождевых стоков для строительства объекта,83 578.80,BLR,http://www.icetrade.by/tenders/all/view/726315,2019-07-25
2019-726314,СИЗО №3 управления ДИН МВД по Гомельской области,Закупку капусты кочанной ранних сортов (урожая 2019 года),1 920,BLR,http://www.icetrade.by/tenders/all/view/726314,2019-07-12
2019-726313,Территориальный центр социального обслуживания населения Калинковичского района,Текущий ремонт системы канализации и водоснабжения,8 988.82,BLR,http://www.icetrade.by/tenders/all/view/726313,2019-07-10
2019-726312,"КУП ""МИНСКХЛЕБПРОМ""",Наполнитель пищевой маковый,0,BLR,http://www.icetrade.by/tenders/all/view/726312,2019-07-02
2019-726311,"Коммунальное производственное унитарное предприятие ""Гомельское городское ЖКХ""",Замена (модернизация) пассажирских лифтов в жилых домах,176 400,BLR,http://www.icetrade.by/tenders/all/view/726311,2019-07-25
2019-726310,"Унитарное предприятие ""Брестский рынок""",Замена оконных блоков в количестве 30 штук.,23 000,BLR,http://www.icetrade.by/tenders/all/view/726310,2019-07-04
2019-726309,"Гомельское республиканское унитарное предприятие электроэнергетики ""Гомельэнерго""",Услуги по предоставлению прав пользования программным обеспечением Microsoft,120 000,BLR,http://www.icetrade.by/tenders/all/view/726309,2019-07-05
2019-726308,"СУ-168 ОАО ""Стройтрест №7""",Закупка фанеры для опалубки,0,BLR,http://www.icetrade.by/tenders/all/view/726308,2019-07-01
2019-726307,"ОАО ""Отор""","комплект оборудования с монтажом, пусконаладочными работами, обучением персонала для поэтапной модернизации доильной установки ""Елочка 2x12""",0,BLR,http://www.icetrade.by/tenders/all/view/726307,2019-07-02
2019-726306,"ГЛХУ ""Островецкий лесхоз""",Стандартный посадочный материал  ели европейской улучшенной с закрытой корневой системой,0,BLR,http://www.icetrade.by/tenders/all/view/726306,2019-07-11
2019-726305,"Коммунальное жилищное унитарное предприятие ""Мозырский райжилкомхоз""","Закупка трактора ""Беларус-320.4"" или аналог",26 000,BLR,http://www.icetrade.by/tenders/all/view/726305,2019-07-26
2019-726304,Государственный пограничный комитет Республики Беларусь,Вещевое имущество,0,BLR,http://www.icetrade.by/tenders/all/view/726304,2019-07-05
2019-726303,"Государственное предприятие ""УКС Новогрудского района""",Выполнение проектно-изыскательских работ.,220 000,BLR,http://www.icetrade.by/tenders/all/view/726303,2019-07-02
2019-726302,"ОАО ""Мозырьсоль""",Горизонтальный резервуар наземной установки,130 000,BLR,http://www.icetrade.by/tenders/all/view/726302,2019-07-15
2019-726301,3-я городская клиническая больница имени Е.В. Клумова,Стрипы к анализатору серии  VIDAS,0,BLR,http://www.icetrade.by/tenders/all/view/726301,2019-07-02
2019-726300,Департамент финансов и тыла МВД РБ,закупка услуг по доработке программного обеспечения автоматизированной системы ведения единого государственного банка,12 000,BLR,http://www.icetrade.by/tenders/all/view/726300,2019-07-11
2019-726299,"Государственное предприятие ""УКС Борисовского района""","Выбор подрядной (генподрядной) организации на выполнение строительно-монтажных работ по объекту ""Капитальный ремонт с модернизацией здания Дворца культуры имени М.Горького по пр. Революции, 49 в г. Борисове. II очередь""",387 168.42,BLR,http://www.icetrade.by/tenders/all/view/726299,2019-07-11
2019-726298,"УП ""УКС МИНГОРИСПОЛКОМА""","мебель из ДСП для объекта строительства: «Реконструкция с капитальным ремонтом комплекса зданий УО «Специализированный лицей МВД РБ по адресу: ул. Стахановская,13»",0,BLR,http://www.icetrade.by/tenders/all/view/726298,2019-07-25
2019-726297,МИНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА,закупка транспортных услуг (автомобиль медицинской помощи с носилками),30 000,BLR,http://www.icetrade.by/tenders/all/view/726297,2019-07-10
2019-726296,"ОАО ""Гомсельмаш""",закупка подшипников,19 927.50,BLR,http://www.icetrade.by/tenders/all/view/726296,2019-06-29
2019-726295,Представительство ООН в Республике Беларусь,Работы по текущему ремонту кровли здания Чаусского бизнес-центра,0,BLR,http://www.icetrade.by/tenders/all/view/726295,2019-07-09
2019-726294,Отдел культуры Брестского горисполкома,"Услуги связанные с предоставлением, доставкой и установкой, светового оборудования, светодиодных экранов и видео",0,BLR,http://www.icetrade.by/tenders/all/view/726294,2019-07-10
2019-726293,Управление по образованию Бобруйского горисполкома,спортивный инвентарь,35 530,BLR,http://www.icetrade.by/tenders/all/view/726293,2019-07-10
2019-726292,"ОАО ""Мозырьсоль""","Сгуститель типа ""Брандес""",200 000,BLR,http://www.icetrade.by/tenders/all/view/726292,2019-07-15
2019-726291,ОАО «СветлогорскХимволокно»,Соль поваренная таблетированная,33 609.60,BLR,http://www.icetrade.by/tenders/all/view/726291,2019-07-05
2019-726290,"Государственное учреждение ""Республиканский клинический госпиталь ИВОВ им. П.М.Машерова""",Типографская продукция,2 500,BLR,http://www.icetrade.by/tenders/all/view/726290,2019-07-12
2019-726289,"ОАО ""Беларуськалий""",Закупка клапанов регулирующих дисковых КРД 008-20 Ду20 Ру25 или аналог,0,BLR,http://www.icetrade.by/tenders/all/view/726289,2019-07-02
2019-726288,Управление Государственного комитета судебных экспертиз Республики Беларусь по г. Минску,Перчатки (повторный),12 000,BLR,http://www.icetrade.by/tenders/all/view/726288,2019-07-08
2019-726287,ПАО «Энергоспецмонтаж»,Поставка рентгеновской пленки для Представительства ПАО «Энергоспецмонтаж» в Республике Беларусь.,1 659 745.55,RUS,http://www.icetrade.by/tenders/all/view/726287,2019-07-04
2019-726286,"РУП ""Белтелеком"" Гомельский филиал",Противооткатные упоры,5 600,BLR,http://www.icetrade.by/tenders/all/view/726286,2019-07-01
2019-726284,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Замена лифтов в жилом доме № 10 по ул. Дунина-Марцинкевича в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство № 1 Фрунзенского района г. Минска», КС234-05/192",56 000,BLR,http://www.icetrade.by/tenders/all/view/726284,2019-07-11
2019-726283,"ОАО ""БелЭнергоСнабКомплект""",Теплотехническое оборудование,58 606,BLR,http://www.icetrade.by/tenders/all/view/726283,2019-07-09
2019-726282,"ОАО ""Свiтанак"" г.Жодино",Оборудование участка пигментной печати,0,BLR,http://www.icetrade.by/tenders/all/view/726282,2019-07-22
2019-726281,Отдел образования Светлогорского райисполкома,Выбор подрядной организации для выполнения текущего ремонта в следующих объектах отдела образования Светлогорского районного исполнительного комитета,43 100,BLR,http://www.icetrade.by/tenders/all/view/726281,2019-07-10
2019-726280,Командование Военно-воздушных сил и войск противовоздушной обороны,хлеб из муки пшеничной высшего сорта нарезного в полиэтиленовой упаковке со сроком годности не менее 48 часов,7 642.03,BLR,http://www.icetrade.by/tenders/all/view/726280,2019-07-03
2019-726279,"Унитарное предприятие ""Брестский рынок""",Замена внешних дверных групп в количестве 16 единиц,33 500,BLR,http://www.icetrade.by/tenders/all/view/726279,2019-07-04
2019-726278,ОАО «СветлогорскХимволокно»,"Прядильная препарация для текстурированных, окрашенных в массе нитей черного цвета",45 216,BLR,http://www.icetrade.by/tenders/all/view/726278,2019-07-05
2019-726277,СИЗО №3 управления ДИН МВД по Гомельской области,"Закупка овощей урожая 2019 года (поздняя заготовка) (картофеля, капусты кочанной, свеклы столовой, моркови столовой, лука репчатого)",43 550,BLR,http://www.icetrade.by/tenders/all/view/726277,2019-08-10
2019-726275,Государственное предприятие «Минскреклама»,многослойный ПВХ лист для прямой УФ печати,0,BLR,http://www.icetrade.by/tenders/all/view/726275,2019-07-02
2019-726273,"Коммунальное производственное унитарное предприятие ""Гомельоблтеплосеть""",закупка выполнения работ по монтажу наружного электрического кабеля 10кВ по объекту «Оптимизация теплоснабжения г.Хойники с установкой блочно-модульной котельной» (субподряд),118 375.82,BLR,http://www.icetrade.by/tenders/all/view/726273,2019-07-04
2019-726272,ГГУ имени Ф.Скорины,Ремонт обеденного зала,41 762.47,BLR,http://www.icetrade.by/tenders/all/view/726272,2019-07-04
2019-726270,"Учреждение здравоохранения ""Осиповичская ЦРБ""","закупка цыплят бройлерных (замороженных, 1 категории)",11 104,BLR,http://www.icetrade.by/tenders/all/view/726270,2019-07-15
2019-726269,"Гродненское республиканское унитарное предприятие электроэнергетики ""Гродноэнерго""",Закупка спецодежды для защиты от электродуги.,954 000,BLR,http://www.icetrade.by/tenders/all/view/726269,2019-07-09
2019-726268,37-я городская поликлиника,"Закупка  технических средств автоматизированной информационной системы, включающих машины вычислительные цифровые (персональные компьютеры)",13 500,BLR,http://www.icetrade.by/tenders/all/view/726268,2019-07-11
2019-726266,"Коммунальное производственное унитарное предприятие ""Гомельоблтеплосеть""",закупка выполнения работ по монтажу наружных и внутренних сетей связи по объекту «Оптимизация теплоснабжения г.Хойники с установкой блочно-модульной котельной» (субподряд),6 863.02,BLR,http://www.icetrade.by/tenders/all/view/726266,2019-07-04
2019-726265,СИЗО № 7 управление ДИН МВД по Брестской области,Картофель поздний,9 700,BLR,http://www.icetrade.by/tenders/all/view/726265,2019-08-12
2019-726264,АКАДЕМИЯ МВД,"Текущий ремонт ограждений территории Академии МВД по адресу ул. Солтыса,183 и ул. Аэродромная,13",0,BLR,http://www.icetrade.by/tenders/all/view/726264,2019-07-10
2019-726263,Зубковский сельисполком,Текущий ремонт кровли административного здания,20 000,BLR,http://www.icetrade.by/tenders/all/view/726263,2019-07-10
2019-726262,"ИООО ""ЛУКОЙЛ Белоруссия""","Оказание услуг по организации перевозки сжиженных углеводородных газов до складов хранения газов (СХГ) ИООО ""ЛУКОЙЛ Белоруссия"" на период август 2019г. - июль 2020г. по маршрутам: Лот 1 - станция Речица-станция Колядичи; Лот 2 - станция Речица - станция Лососно; Лот 3 - станция Речица - станция Брест-Северный.",0,BLR,http://www.icetrade.by/tenders/all/view/726262,2019-07-26
2019-726261,"Открытое акционерное общество ""Гомельский домостроительный комбинат""","Комплект дверных блоков стальных специальных, дымонепроницаемых, люков для объекта строительства: «Многоквартирный жилой дом (позиция №56 по генплану) в микрорайоне №94-96 в г. Гомель»",62 162.52,BLR,http://www.icetrade.by/tenders/all/view/726261,2019-07-02
2019-726260,Государственный пограничный комитет Республики Беларусь,Автомобиль специальной скорой медицинской помощи,0,BLR,http://www.icetrade.by/tenders/all/view/726260,2019-07-16
2019-726259,"ОАО ""Строительный трест №2""","Выбор организации, осуществляющей изготовление и поставку материалов легкой штукатурной системы для утепления на объект: Многоквартирный жилой дом в р-не ""Загорский""(поз.10 по г.п.)в г.Пинске",0,BLR,http://www.icetrade.by/tenders/all/view/726259,2019-07-01
2019-726258,"Унитарное городское предприятие ""Трест ""Гродногорстрой""",закупка материалов отопления и водопровода,4,BLR,http://www.icetrade.by/tenders/all/view/726258,2019-07-01
2019-726257,БГУКИ,"Работы по текущему ремонту внутридомовой системы отопления в здании учебного корпуса учреждения образования «Белорусский государственный университет культуры и искусств» по ул. Калиновского, 12 в г. Минске.",3 966,BLR,http://www.icetrade.by/tenders/all/view/726257,2019-07-11
2019-726256,"КУП ""Оршакомхоз""","Закупка работ по текущиему ремонту объектов дворовых территорий жилых домов (по лотам 1,2,3)",67 781.35,BLR,http://www.icetrade.by/tenders/all/view/726256,2019-07-02
2019-726255,Государственный пограничный комитет Республики Беларусь,Машины стиральные бытовые,18 498,BLR,http://www.icetrade.by/tenders/all/view/726255,2019-07-10
2019-726254,"Государственное предприятие ""Единица""",Кромкообрезной многопильный станок,15 370,BLR,http://www.icetrade.by/tenders/all/view/726254,2019-07-02
2019-726253,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации  на выполнение строительно-монтажных работ на объекте строительства: «Замена лифтов в жилом доме  № 20 корпус 2  по ул. Тимошенко в г. Минске (4 кабины)»  в интересах  коммунального унитарного предприятия «Жилищное коммунальное хозяйство № 1 Фрунзенского района г. Минска», КС360-06/191",88 000,BLR,http://www.icetrade.by/tenders/all/view/726253,2019-07-31
2019-726252,Солигорская ЦРБ,Закупка реагентов и расходных материалов  для исследований КДЛ,0,BLR,http://www.icetrade.by/tenders/all/view/726252,2019-07-15
2019-726251,Новогрудская ЦРБ,пульпоэкстракторы,0,BLR,http://www.icetrade.by/tenders/all/view/726251,2019-07-05
2019-726250,"Государственное предприятие ""Единица""",Двухвальный многопильный станок,27 510,BLR,http://www.icetrade.by/tenders/all/view/726250,2019-07-02
2019-726249,Войсковая часть 19764,услуги по текущему ремонту системы визуализации авиационного тренажера КТЛС Л-39,50 000,BLR,http://www.icetrade.by/tenders/all/view/726249,2019-07-03
2019-726248,"Унитарное предприятие ""ЧистьБау""",Закупка кровельного материала из профиля стального холодногнутого для кровли (металлочерепица),19 285.53,BLR,http://www.icetrade.by/tenders/all/view/726248,2019-07-05
2019-726247,"Управление по образованию, спорту и туризму Червенского районного исполнительного комитета",выбор подрядной организации по установке автоматической пожарной сигнализации и системы оповещения о пожаре.,174 682,BLR,http://www.icetrade.by/tenders/all/view/726247,2019-07-24
2019-726246,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядной организации  на выполнение строительно-монтажных работ на объекте строительства: «Замена лифтов в жилом доме  № 7  по ул. Бурдейного в г. Минске (11 кабин)»  в интересах  коммунального унитарного предприятия «Жилищное коммунальное хозяйство № 1 Фрунзенского района г. Минска», КС359-06/191",242 000,BLR,http://www.icetrade.by/tenders/all/view/726246,2019-07-31
2019-726245,БГУКИ,Работы по гидропневматической промывке и гидравлическим испытаниям внутридомовой системы отопления в зданиях учреждения образования «Белорусский государственный университет культуры и искусств».,5 074,BLR,http://www.icetrade.by/tenders/all/view/726245,2019-07-11
2019-726244,"Государственное предприятие ""Единица""",Двухвальный бревнопильный чтанок,28 720,BLR,http://www.icetrade.by/tenders/all/view/726244,2019-07-02
2019-726243,"ОАО ""ДОРОРС""","Поставка семян гибридов озимого рапса для ОСП ""Совхоз ""Минский"" ОАО ""ДОРОРС""",38 000,BLR,http://www.icetrade.by/tenders/all/view/726243,2019-07-02
2019-712488,"Государственное предприятие ""Управление капитальным строительством Могилевского района""","Выбор генеральной подрядной организации для корректировки проектно-сметной документации по объекту "" Два многоквартирных жилых дома по ГП 8 и 10 в аг. Полыковичи Могилевского района. Многоквартирный жилой дом по ГП 10 и инженерно-транспортная инфраструктура к нему""",8 026.48,BLR,http://www.icetrade.by/tenders/all/view/712488,2019-07-05
2019-712470,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Замена лифтов в жилом доме по ул. Герасименко, 58/2 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Заводского района г. Минска», КС246-05/191",66 000,BLR,http://www.icetrade.by/tenders/all/view/712470,2019-06-27
2019-712420,"ЧП ""Машагропресс""",Закупка оборудования для очистки СОЖ,0,BLR,http://www.icetrade.by/tenders/all/view/712420,2019-06-28
2019-712396,"ОАО ""Витебскоблавтотранс""",Выбор поставщика транспортного средства-автобуса,134 000,BLR,http://www.icetrade.by/tenders/all/view/712396,2019-07-04
2019-712318,"Государственное предприятие ""ДСП Минздрава Республики Беларусь""",Комплект оборудования системы палатной сигнализации,0,BLR,http://www.icetrade.by/tenders/all/view/712318,2019-07-09
2019-712278,"ОАО ""ГЗЛиН""",Станок зуборезный,0,BLR,http://www.icetrade.by/tenders/all/view/712278,2019-07-01
2019-712253,"ОАО ""ГЗЛиН""","линия фосфатирования и оксидирования, линия хромирования, линия цинкования, очистка стоков",0,BLR,http://www.icetrade.by/tenders/all/view/712253,2019-07-19
2019-712230,Центральный аппарат Государственного комитета судебных экспертиз Республики Беларусь,Закупка программного обеспечения по созданию программно-технологической платформы - лот № 1,25 000,BLR,http://www.icetrade.by/tenders/all/view/712230,2019-06-27
2019-712226,Комитет государственной безопасности Республики Беларусь,"Закупка услуг по осуществлению технического надзора на объекте ""Тренировочный тактико-специальный комплекс в пос. Боровая, второй этап-тренировочный комплекс""",173 519.59,BLR,http://www.icetrade.by/tenders/all/view/712226,2019-06-26
2019-712056,"ОАО ""Гродно Азот""",Закупка работ по ремонту ротора (клеймо № 352632-A) паровой турбины поз. 103-JТ цеха аммиак-3 в объеме ТЗ,1,BLR,http://www.icetrade.by/tenders/all/view/712056,2019-06-26
2019-711903,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""","«Выполнение обследовательских и проектных работ по объекту: «Разработка проектно-сметной документации по объекту: «Замена двух грузовых лифтов грузоподъемностью Q = 5000 кг в блоке производственных цехов №1 ИШЗ ОАО «МАЗ» - управляющая компания холдинга «БЕЛАВТОМАЗ» по ул.Социалистическая,2 в г.Минске».",0,BLR,http://www.icetrade.by/tenders/all/view/711903,2019-07-09
2019-711877,МИНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА,закупка эндоскопического интрументария,305 830,BLR,http://www.icetrade.by/tenders/all/view/711877,2019-06-27
2019-711836,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи","БарМТ №291 - Устройство для активного дренирования ран, Устройство для ирригоскопии",0,BLR,http://www.icetrade.by/tenders/all/view/711836,2019-07-10
2019-711809,"КУП ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА МИНОБЛИСПОЛКОМА""",Выбор генерального подрядчика на разработку проектно-сметной документации по инженерным сетям и благоустройству для объекта: «Многоквартирный жилой дом № 26 по генеральному плану проекта детальной планировки северо-западной части г. Смолевичи»,250 000,BLR,http://www.icetrade.by/tenders/all/view/711809,2019-06-28
2019-711694,"ОАО ""Могилевлифтмаш""",Пресс электромеханический листогибочный с системой ЧПУ. Условный код закупки ОГТ 05-2019.,170 000,BLR,http://www.icetrade.by/tenders/all/view/711694,2019-07-01
2019-711688,"ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ""",Закупка воздухонагревателя  на древестных отходах с автоматической подачей топлива,80 000,BLR,http://www.icetrade.by/tenders/all/view/711688,2019-07-02
2019-711599,Оршанский колледж продовольствия,Разработка предпроектной (предынвестиционной) документации,0,BLR,http://www.icetrade.by/tenders/all/view/711599,2019-06-27
2019-711500,"ОАО ""Беларуськалий""",Закупка бензина -растворителя нефрас С-2 80/120,1,BLR,http://www.icetrade.by/tenders/all/view/711500,2019-07-01
2019-711470,"СП ОАО ""Брестгазоаппарат""",Решетка чугунная,5 494 649.32,BLR,http://www.icetrade.by/tenders/all/view/711470,2019-07-16
2019-711460,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",Электропогрузчик вилочный,0,BLR,http://www.icetrade.by/tenders/all/view/711460,2019-07-01
2019-711344,РНПЦ МТ,"Капитальный ремонт с модернизацией здания по адресу: г.Гродно, ул.Свердлова, 3. Источник финансирования - займ Международного банка реконструкции и развития",0,BLR,http://www.icetrade.by/tenders/all/view/711344,2019-07-05
2019-711142,"Унитарное предприятие ""УКС Брестского района""",Выбор генподрядной организации для строительства объекта  «Сети водопровода и благоустройство квартала жилой застройки по ул. Мира в аг.Чернавчицы»,216 935.35,BLR,http://www.icetrade.by/tenders/all/view/711142,2019-06-27
2019-710994,"УП ""Медтехника"" г. Гродно",ГродМТ 128/19-ЭА «Наборы реагентов для анализатора ICHROMA для УЗ г. Гродно и Гродненской области».,0,BLR,http://www.icetrade.by/tenders/all/view/710994,2019-06-28
2019-710853,"ОАО ""МТЗ""",Дробеметная камера.,0,BLR,http://www.icetrade.by/tenders/all/view/710853,2019-06-28
2019-710830,"Волковысское ОАО ""Беллакт""","Лот № 1: Комплекс моющих средств для проведения мойки мембранных фильтрационных установок;Лот № 2: Моющая добавка к щелочным средствам, повышающая эффективность удаления жира со всех типов мембран",176 080,BLR,http://www.icetrade.by/tenders/all/view/710830,2019-06-27
2019-710563,"ОАО ""Гродно Азот""",Закупка медицинского оборудования в соответствии с техническими заданиями,0,BLR,http://www.icetrade.by/tenders/all/view/710563,2019-07-15
2019-710519,Минский городской ЦГиЭ,Работы по текущему ремонту помещений,58 200,BLR,http://www.icetrade.by/tenders/all/view/710519,2019-06-26
2019-710474,"УП ""БЕЛМЕДТЕХНИКА""","БелМТ №455/19-ЭА «Диагностические ИФА тест-системы для второго этапа арбитражных исследований на ВИЧ-инфекцию, гепатиты В и С у населения»",223 000,BLR,http://www.icetrade.by/tenders/all/view/710474,2019-06-28
2019-710347,"Осиповичское дочернее УКПП ""Водоканал""","выбор организации для закупки комплекта оборудования по объектам: «Строительство станции обезжелезивания в р.п.Татарка Осиповичского района»; «Строительство двух станций обезжелезивания на в/з «Столяры» и микрорайоне «Пригородный» в р.п.Елизово Осиповичского района»; «Строительство двух станций обезжелезивания по ул.Армейской и вблизи ул.Газовиков в аг.Лапичи Осиповичского района»  (поставка, выполнение шеф-монтажа,  пусконаладка оборудования, обучение персонала)",460 000,BLR,http://www.icetrade.by/tenders/all/view/710347,2019-07-05
2019-710294,"ОАО ""Маяк-78""",Закупка портланцемент М500 Д20,29 000,BLR,http://www.icetrade.by/tenders/all/view/710294,2019-06-27
2019-710060,Слонимское ГУП ЖКХ,Благоустройство улицы,2 467 594,BLR,http://www.icetrade.by/tenders/all/view/710060,2019-07-05
